214,337
127,347
341,381
479,193
299,51
9,323
281,121
394,495
207,472
396,13
13,360
115,181
493,325
356,453
107,495
169,81
5,83
47,367
167,280
88,175
485,109
355,392
463,173
113,420
473,17
89,399
291,341
155,178
410,487
381,152
214,299
273,372
156,213
193,499
5,15
110,463
241,5
97,44
409,451
213,378
55,159
45,388
51,180
339,210
79,272
218,283
331,127
223,486
419,472
366,485
297,202
142,445
63,8
223,76
51,467
313,414
131,396
5,471
171,315
473,316
15,20
211,215
239,432
364,311
197,103
73,320
7,289
329,483
179,184
76,161
149,4
307,186
256,31
393,417
73,12
414,275
231,233
229,356
337,440
175,481
103,212
304,249
48,331
352,71
142,101
165,35
320,473
209,45
273,217
385,433
163,428
5,418
471,229
148,455
160,19
34,155
313,21
361,185
483,99
401,435
119,466
9,436
377,229
13,493
390,173
342,253
105,437
15,62
385,497
459,281
477,390
443,73
465,149
13,437
180,43
381,222
80,299
115,13
215,388
29,450
283,178
242,239
151,95
297,141
97,296
162,469
367,326
11,338
190,293
93,411
241,239
8,123
229,445
369,31
395,126
299,21
249,287
101,499
108,155
401,439
478,25
453,105
309,247
425,437
87,167
35,280
223,258
303,461
393,479
498,389
230,457
185,316
95,249
406,329
99,460
390,83
389,483
390,471
146,267
175,362
241,215
263,1
63,465
323,258
75,309
203,155
123,305
475,441
309,145
281,228
303,435
329,381
279,282
352,459
337,9
476,267
111,89
105,368
425,153
95,455
341,99
405,300
383,219
445,392
93,44
272,179
68,249
156,111
431,292
141,481
167,339
485,365
315,313
229,482
467,213
219,497
126,391
145,431
103,61
79,259
483,463
309,267
418,483
221,382
261,466
428,455
31,253
216,21
157,109
199,383
283,123
78,203
21,27
201,239
416,315
17,241
339,482
3,493
119,323
166,53
79,339
297,33
451,39
191,169
281,459
227,117
400,441
255,324
471,404
37,385
77,499
457,108
142,119
449,407
13,153
269,255
444,23
407,399
195,197
232,171
124,85
233,163
32,339
320,487
449,478
279,496
91,402
259,393
454,495
13,227
147,180
260,377
253,95
277,44
295,213
394,311
449,83
177,190
57,385
49,1
475,476
217,410
209,51
179,322
203,475
335,382
330,41
289,39
443,31
25,274
99,205
455,360
499,95
441,335
205,197
441,426
85,354
45,416
409,428
75,403
405,345
336,83
381,199
181,23
491,233
355,411
50,379
453,487
285,281
479,22
219,125
9,234
481,383
335,263
386,305
119,216
196,33
315,372
347,195
435,437
207,406
196,83
88,493
318,83
389,199
283,343
85,412
439,16
307,490
239,225
463,138
239,255
1,300
95,171
475,307
15,157
57,147
383,462
195,119
33,167
393,321
435,213
475,448
454,111
261,246
149,221
273,99
309,348
87,311
107,62
375,269
195,397
413,381
223,491
489,309
119,295
189,378
476,17
249,205
21,374
261,104
480,219
489,153
256,359
139,200
493,127
259,423
348,407
449,232
453,353
211,430
95,217
394,331
237,129
274,163
311,411
97,120
128,499
151,228
427,195
451,276
7,389
262,373
491,419
55,87
5,260
461,348
12,39
253,323
74,143
295,121
335,399
455,33
147,89
265,365
103,388
102,61
27,454
97,403
441,101
355,231
115,491
31,192
129,364
263,235
10,217
304,481
83,195
405,381
215,85
135,409
339,113
486,225
91,158
447,467
163,283
265,369
13,407
107,459
31,57
361,88
477,333
263,200
369,193
431,343
475,169
70,163
59,406
59,219
407,104
53,460
159,22
95,385
49,421
213,327
113,448
283,437
173,158
366,479
315,359
227,302
187,71
489,381
185,28
493,62
129,215
459,439
359,403
247,61
224,179
332,237
159,217
160,327
316,337
105,417
450,203
275,40
177,88
15,330
83,171
