327,181
441,260
232,322
360,178
114,50
137,190
498,89
321,48
206,134
370,315
139,295
197,200
41,214
71,433
281,43
341,36
142,353
92,182
107,411
461,41
492,247
305,488
147,14
352,394
280,135
118,235
176,4
301,258
234,435
171,306
426,357
1,116
263,250
206,325
446,213
368,285
422,83
180,349
430,418
376,23
301,39
241,403
321,307
403,491
17,349
275,249
81,119
498,12
101,427
98,44
256,447
488,400
252,202
16,65
480,79
44,369
134,348
151,192
105,287
311,51
106,459
128,409
475,200
217,287
60,85
473,281
401,416
107,6
19,293
415,72
280,344
294,248
499,54
430,137
418,129
434,371
131,445
90,3
98,352
472,50
312,204
195,380
191,472
356,42
229,128
213,230
327,293
235,383
313,317
273,459
480,264
387,483
232,284
10,411
63,154
183,115
149,22
108,205
235,484
472,326
346,338
321,130
294,442
37,370
450,140
493,438
208,95
38,16
386,236
291,37
53,329
164,143
351,497
149,253
458,142
84,173
473,45
363,303
437,121
391,365
83,201
335,148
41,431
451,138
423,10
252,90
236,175
201,373
481,475
50,165
488,35
335,215
300,169
295,193
215,348
479,58
287,140
327,258
219,497
323,228
487,350
461,492
326,241
480,261
414,195
239,386
84,395
411,245
83,483
292,400
308,470
315,285
90,183
132,459
207,94
4,264
336,51
486,364
51,62
290,404
366,143
12,272
72,198
354,280
298,153
206,308
347,19
195,385
369,479
279,318
27,379
218,153
438,440
265,360
457,363
226,27
246,371
253,362
130,201
464,383
399,336
213,170
186,168
408,352
491,397
18,74
258,322
219,451
93,493
303,437
174,304
283,312
269,358
339,476
16,476
294,184
391,485
34,483
162,422
310,60
415,177
225,345
280,230
45,285
245,263
402,240
32,193
100,95
281,132
36,244
108,57
246,380
420,103
467,440
252,30
118,345
201,371
43,3
335,138
471,372
116,363
120,380
205,256
177,289
487,55
404,0
152,103
436,26
480,254
244,191
30,138
432,98
430,231
127,179
191,156
122,46
500,159
333,66
103,399
491,105
160,499
149,123
231,37
209,333
341,37
388,221
218,40
34,69
437,161
19,417
80,38
101,485
450,56
40,399
464,91
104,104
364,63
348,380
348,122
64,416
16,296
218,337
153,128
215,358
36,197
234,378
481,443
297,197
220,114
228,261
33,226
19,475
485,358
16,461
346,121
279,118
215,37
401,432
203,405
217,363
122,187
466,209
132,122
299,479
226,91
44,273
222,312
442,22
127,365
460,216
286,265
152,45
346,433
173,9
227,277
65,265
454,39
469,279
244,329
419,183
393,194
167,271
164,227
248,270
83,447
368,65
141,336
439,34
132,423
91,39
398,415
43,200
320,43
439,260
369,0
298,78
346,42
2,55
485,446
318,114
490,193
204,116
119,277
189,241
375,56
272,146
297,431
242,302
354,296
334,431
500,206
145,151
423,334
482,90
64,243
279,129
149,74
307,35
299,331
401,0
151,309
454,163
2,47
238,114
174,457
172,494
262,288
416,346
461,332
171,97
112,345
373,168
473,379
237,460
140,362
376,432
204,387
289,256
473,110
276,166
371,324
312,26
283,11
383,192
493,146
79,150
485,241
273,482
17,108
2,217
21,449
131,79
266,194
316,193
461,389
490,129
328,484
191,454
318,78
440,85
59,242
129,257
301,249
19,3
223,1
245,400
5,392
298,495
10,7
0,89
31,47
105,371
455,267
277,136
373,335
82,149
293,383
108,22
224,358
328,329
385,267
475,243
260,375
245,75
258,122
495,421
98,305
496,236
229,339
267,445
47,45
27,272
104,49
267,292
461,96
320,474
323,497
379,458
46,19
394,146
475,99
138,177
314,341
135,197
176,16
196,275
94,489
210,334
302,218
115,371
449,497
35,114
472,7
395,145
102,123
291,312
411,351
261,474
225,386
386,367
249,339
37,7
346,359
287,406
482,337
114,326
9,139
465,44
290,457
108,499
408,452
327,294
419,326
261,366
110,339
453,423
54,221
412,129
456,287
99,329
328,199
393,122
85,203
477,427
329,470
186,343
302,414
165,369
270,33
318,225
257,281
34,49
295,299
88,182
487,238
463,182
242,488
61,193
340,72
145,12
186,317
430,10
294,256
267,354
113,105
356,479
281,137
5,396
400,160
47,444
393,142
416,290
218,210
110,168
314,411
30,191
50,33
369,342
283,410
220,416
315,221
120,139
2,281
237,483
416,105
404,195
497,240
467,320
1,325
83,407
233,440
164,103
255,154
233,383
337,426
216,226
362,240
462,353
303,147
33,48
152,455
312,170
179,474
160,204
97,270
494,129
205,9
226,156
55,53
237,318
122,444
11,486
297,405
398,413
334,249
49,102
116,93
408,57
416,318
141,475
469,387
154,271
101,306
118,75
190,123
452,272
434,454
355,67
62,126
131,258
405,482
351,262
145,131
285,296
26,31
34,128
255,325
324,302
33,21
172,50
370,48
162,249
297,125
385,20
406,306
355,343
244,164
2,474
186,376
113,137
48,268
478,46
35,82
445,459
430,358
46,310
498,475
402,205
110,88
159,347
322,404
378,336
218,479
402,5
281,488
177,50
338,394
292,240
280,116
30,117
230,490
287,482
271,92
141,141
137,15
339,438
240,43
143,437
84,394
404,63
58,27
17,151
155,332
9,235
17,21
298,137
267,336
498,214
392,15
405,29
326,196
139,173
194,227
266,142
117,380
310,170
421,309
280,7
205,422
426,106
83,128
176,307
429,419
160,150
210,425
316,181
164,356
116,255
67,13
458,295
226,314
272,124
21,229
265,468
332,8
93,449
222,269
252,474
30,304
349,415
363,458
403,151
369,279
111,93
58,179
391,38
296,283
137,175
154,214
430,102
209,179
420,222
357,127
290,72
115,83
238,384
41,323
154,459
398,443
461,154
300,16
70,32
240,235
313,302
307,242
150,406
207,136
475,86
6,404
319,329
82,395
75,4
429,73
453,24
323,196
399,360
246,450
230,256
236,433
298,277
56,465
193,462
436,82
25,350
480,148
496,51
338,95
116,89
186,262
137,177
146,144
392,133
194,22
96,419
171,151
153,292
41,418
43,361
332,30
144,304
408,110
36,448
315,328
364,194
146,69
272,31
300,303
319,487
67,497
123,126
223,89
207,257
225,481
113,200
78,413
218,365
422,285
420,170
348,213
448,23
341,77
179,259
67,408
278,424
68,498
235,17
479,14
58,228
252,199
103,469
28,320
133,154
473,125
485,123
241,167
369,199
409,13
302,327
69,346
223,33
295,401
26,42
231,317
167,245
64,290
223,336
68,328
341,339
120,281
218,116
68,359
58,341
189,445
248,253
265,436
228,71
490,4
292,131
197,232
100,77
310,461
386,334
301,23
36,119
120,339
105,114
229,444
362,294
452,183
97,180
32,153
152,200
438,334
12,299
251,288
381,169
17,177
179,116
473,333
88,408
35,417
254,246
272,281
332,488
390,104
438,5
6,198
445,258
74,28
53,130
4,92
105,65
165,28
91,236
495,346
147,412
476,484
476,174
442,201
57,175
130,88
408,95
279,186
151,248
301,38
325,445
138,166
118,62
212,117
129,165
187,262
299,323
327,482
413,395
459,0
424,172
115,76
51,36
294,272
17,49
243,272
273,159
26,382
337,402
23,438
221,256
429,468
435,218
76,300
369,109
209,483
27,275
325,241
140,271
382,7
423,400
338,269
94,192
439,230
275,286
445,285
374,93
428,333
3,185
270,327
87,64
50,406
299,330
227,494
85,410
369,137
453,259
190,495
71,102
300,64
219,399
484,281
388,134
96,251
285,251
92,278
205,483
405,386
218,152
136,484
44,272
319,327
387,70
203,214
338,77
388,62
202,28
334,101
207,228
347,124
362,194
345,376
33,25
103,218
475,295
292,388
372,442
300,171
478,329
328,483
318,99
294,64
260,126
267,244
432,130
121,34
193,212
183,210
156,292
460,150
199,198
261,439
141,65
31,174
203,465
153,373
123,430
487,490
414,188
212,487
32,60
159,384
425,13
12,422
220,72
378,234
124,24
259,200
15,405
308,354
192,162
235,182
287,354
22,424
119,263
217,92
48,477
423,95
298,267
225,270
60,193
274,112
344,1
353,214
75,497
160,325
475,438
448,414
325,305
432,140
131,221
413,297
206,396
149,207
390,378
213,406
476,93
249,277
151,271
203,379
214,9
196,212
300,320
68,144
99,37
286,267
351,222
122,166
182,416
480,289
452,358
86,463
153,161
136,443
282,449
203,37
43,43
34,479
259,450
62,366
437,152
343,296
471,155
444,142
418,385
7,318
216,345
426,34
345,379
166,132
50,467
127,364
338,264
400,161
387,145
97,461
376,304
420,407
173,261
99,267
477,319
60,162
223,291
160,1
422,33
174,72
493,316
353,58
187,46
194,364
96,432
410,94
227,274
269,29
215,381
153,371
412,296
296,118
117,4
353,183
219,337
371,65
427,202
113,129
166,179
393,220
352,449
317,315
57,192
171,54
334,386
118,416
242,110
308,365
114,334
243,184
120,99
272,303
390,124
117,325
288,140
163,277
106,352
291,74
239,411
155,452
244,192
473,454
149,93
441,165
176,192
175,363
144,298
119,347
217,441
167,399
400,491
362,360
156,126
386,440
303,490
467,49
51,449
430,166
433,466
82,493
167,232
116,479
299,99
115,20
488,109
341,473
325,128
305,494
450,143
314,120
103,32
72,131
176,458
16,27
226,253
361,89
415,217
241,247
197,267
449,311
260,214
136,306
429,134
197,238
250,149
144,261
192,391
305,260
200,354
265,58
278,366
483,163
50,346
210,195
240,224
40,21
440,459
146,55
242,335
211,81
405,381
256,77
410,384
41,250
421,152
362,284
370,387
478,111
250,189
219,54
62,116
486,133
192,358
461,173
409,77
138,249
418,293
27,87
255,315
342,174
410,189
431,410
397,402
57,68
280,408
72,422
261,24
257,296
347,237
49,72
302,289
189,352
175,495
55,400
83,276
295,93
493,119
191,444
292,10
363,330
270,452
466,216
108,470
54,456
167,414
163,62
22,34
263,246
195,260
481,298
126,103
295,164
169,106
82,286
319,96
270,430
52,434
324,16
288,158
69,448
335,58
407,283
370,230
60,217
428,62
148,36
178,181
423,435
368,15
430,174
462,264
457,328
322,436
14,406
248,441
324,335
71,177
107,116
233,445
178,3
152,22
414,308
468,109
369,314
266,292
161,240
485,96
402,65
127,450
322,258
40,57
101,323
37,149
265,223
397,161
44,27
313,322
291,500
108,479
88,369
268,175
215,65
212,19
223,500
348,261
153,183
474,142
117,287
35,261
258,331
43,24
302,352
57,315
177,159
349,94
417,275
157,269
387,450
359,414
378,37
17,196
146,96
65,38
445,213
235,174
436,380
212,191
248,310
445,381
231,378
265,310
145,145
37,204
190,19
81,142
227,254
158,27
480,181
446,471
398,198
377,402
215,249
431,454
477,454
10,399
497,12
370,235
494,238
298,499
49,134
235,303
310,362
71,57
106,446
156,394
98,452
466,401
119,266
175,409
417,22
229,415
174,428
224,182
210,431
188,263
27,297
36,443
234,278
308,219
257,26
109,290
161,113
475,283
36,351
220,271
165,373
12,464
422,326
425,266
279,94
44,210
218,291
57,144
494,204
198,200
17,328
433,232
246,359
74,276
124,15
467,180
66,254
9,315
26,491
60,0
385,204
394,182
312,407
291,122
85,350
318,289
308,306
194,233
198,220
286,310
5,454
296,421
296,46
168,1
6,306
82,498
82,136
66,205
437,191
416,95
488,363
126,330
452,325
129,449
236,323
352,468
213,46
50,82
288,4
145,52
471,355
312,75
66,460
489,496
7,374
271,29
436,66
250,485
268,181
305,353
53,382
4,41
17,382
119,295
202,236
396,93
293,173
478,475
230,40
10,208
214,85
353,449
203,178
208,215
110,318
491,395
358,335
256,83
178,106
363,253
435,413
166,449
98,81
40,96
296,397
397,46
354,75
155,322
293,101
92,490
488,232
417,100
414,14
203,342
402,163
68,223
486,65
59,80
397,270
338,22
472,416
273,229
410,131
249,140
410,8
60,381
229,388
164,219
308,91
13,202
364,5
492,303
433,273
410,165
25,232
311,284
248,283
149,50
290,242
262,121
412,225
424,261
103,442
317,418
99,182
434,225
233,193
225,147
417,279
446,81
325,399
303,59
41,421
132,110
214,282
108,363
483,333
37,376
289,434
232,345
385,19
396,419
79,253
252,263
29,113
304,182
113,409
361,482
225,122
263,154
236,358
331,144
325,326
250,86
232,399
120,481
332,482
46,412
36,318
311,92
187,299
49,133
39,106
381,38
111,360
209,473
349,489
194,297
112,271
75,172
347,464
395,140
74,240
125,494
404,429
475,218
260,437
229,434
100,114
220,62
451,409
25,130
405,342
16,195
270,96
371,101
62,177
372,413
189,160
6,90
227,186
469,477
214,164
488,2
183,12
225,248
469,100
332,158
481,495
191,489
156,113
166,245
122,238
190,34
327,55
335,228
11,266
289,418
109,240
255,296
375,115
315,64
261,358
458,328
391,309
104,484
293,215
161,450
298,483
37,233
370,264
61,492
224,29
306,235
124,311
169,37
342,339
437,379
310,403
252,494
343,228
256,214
249,492
414,142
211,318
46,337
322,370
452,406
174,481
342,213
223,12
41,344
70,229
114,493
58,401
